original_text,cleaned_text,Topic
Remember even if vaccinated there are no signs snd symptoms if u cstch covid do people will just go here snd there by the time they knew they are infected it is already too late nowonder so many cases hospitals run out of space. The government just keeping quiet,remember even vaccinated signs snd symptoms cstch covid people go snd time knew infected already late nowonder many cases hospitals run space government keeping quiet,1
all get con by them if not y dare not report the nos..,get con dare report nos,1
Taking vaccine is just to overcome the restrictions imposed when dining. Ultimately it's about getting your immune system up.,taking vaccine overcome restrictions imposed dining ultimately getting immune system,1
"All bus drivers are supposed to be fully vaccinated? Then why still get infected???  All the workers in the dormitory also fully vaccinated right? But what happen to them? And maybe more to come and many more to be infected despite fully vaccinated?  And I suppose (based on international reports) , people who are fully vaccinated can also carry the same viral load and spread to other people ... right?  *And out of these who are infected (despite fully vaccinated), we still can’t be too sure who might end up becoming critically ill, or suffering from long term covid damage to health, organs, cells, etc ... and there is still the possibility of death (regardless of their age) too ...  573 / 555 / 520 today, and what’s next???  Continue to import more???  If the border continue to open up, I won’t be surprise to even see cases shoot up to 1000-2000 (or even more) cases ...  Notice how many fully vaccinated and what is the percentage of fully vaccinated being infected?",bus drivers supposed fully vaccinated still get infected workers dormitory also fully vaccinated right happen maybe come many infected despite fully vaccinated suppose based international reports people fully vaccinated also carry viral load spread people right infected despite fully vaccinated still cannot sure might end becoming critically ill suffering long term covid damage health organs cells etc still possibility death regardless age today next continue import border continue open surprise even see cases shoot even cases notice many fully vaccinated percentage fully vaccinated infected,1
"When infections got and getting worse and worse ... that’s where and when we need more transparency, instead why are we seeing less and less transparency?!! !  If Malaysia (and many other places/ countries) can be more precise in their report and transparency and the numbers are much more larger than Singapore cases?  What does this show about Singapore and it’s leaderships and government standard of transparency and competency and truthfulness to its people??  Why is the authority hiding the facts?  Why is the authority also muddling the figures (if one noticed how the reports and updates are usually drafted/ presented) especially and example not giving figures clearly or even mentioning those people or the actual number (and percentage especially when the percentage showing very high) who are fully vaccinated but infected and/or hospitalised and/or critically ill?  I can’t help wondering how many fully vaccinated but died and yet gone “undetected” .. looking at how many people actually die everyday in Singapore?",infections got getting worse worse need transparency instead seeing less less transparency malaysia many places countries precise report transparency numbers much larger singapore cases show singapore leaderships government standard transparency competency truthfulness people authority hiding facts authority also muddling figures one noticed reports updates usually drafted presented especially example giving figures clearly even mentioning people actual number percentage especially percentage showing high fully vaccinated infected hospitalised critically ill cannot help wondering many fully vaccinated died yet gone undetected looking many people actually die everyday singapore,1
"Something I thought might be very important and critical:  Btw, when the government did all the TV and various media promotion and advertisement and persuasion to ask people (especially to older and elder people / folks) to take the vaccination back then, May I ask a very important question :  Did the government highlight to the people that the vaccines are on “emergency approval” basis back then?  Does people even know what’s the implication of not disclosing the full information to the people before letting them decide whether or not to take the vaccination?  I personally feel and don’t think many people are properly advise of the full possibilities and really and fully warned of possibilities and consequences of the vaccines and vaccination before they took the vaccine...  But instead, the advertisement and promotion and persuasion are done on a semi-full disclosure/ half truth disclosure or non-full disclosure basis ... and I wonder whether is such like of advertisement or ways of getting people to vaccine the right and/or legal way? Is it even ethically or morally right to (in my words and what I feel) to trick people into getting vaccination without providing the full disclosure to people to let them know, especially the elderly and less information and/or computer or internet savvy or people that really rely on our mainstream media and government for full explanation and disclosure ???  From my observation, it seem many are forced or influenced or coerced or tempted or pressured (by friends, family, bosses, their job and career security, and many ways, including dining options, and hospital visit hassles, etc) in a way to take the vaccination and not really taking the vaccination without these undue influences ...  To me : It is / would be a very irresponsible way to hide critical information and advertising so aggressively 24/7 on getting people and older folks to vaccinate, but YET leave out such important information?  To me, the action of advertising and telling a incomplete picture or half truth in such advertisement and method of getting people to vaccinate is utterly despicable and irresponsible!! ! It is wrong to give a incomplete picture to the people and let people take risk on their own, and when something goes wrong, they will use all ways to white wash or excuse themselves including giving whatever excuses knowing the general public or commoners has no way to challenge them financially...  *Something just seem to be not so right!!!!  This is where and why the whole process (to me) of getting people to be vaccinated is not as ethical as I think it should be ... and is highly questionable imho ... (basically very unethical!)",something thought might important critical way government television various media promotion advertisement persuasion ask people especially older elder people folks take vaccination back may ask important question government highlight people vaccines emergency approval basis back people even know implication disclosing full information people letting decide whether take vaccination personally feel think many people properly advise full possibilities really fully warned possibilities consequences vaccines vaccination took vaccine instead advertisement promotion persuasion done disclosure half truth disclosure disclosure basis wonder whether like advertisement ways getting people vaccine right legal way even ethically morally right words feel trick people getting vaccination without providing full disclosure people let know especially elderly less information computer internet savvy people really rely mainstream media government full explanation disclosure observation seem many forced influenced coerced tempted pressured friends family bosses job career security many ways including dining options hospital visit hassles etc way take vaccination really taking vaccination without undue influences would irresponsible way hide critical information advertising aggressively getting people older folks vaccinate yet leave important information action advertising telling incomplete picture half truth advertisement method getting people vaccinate utterly despicable irresponsible wrong give incomplete picture people let people take risk something goes wrong use ways white wash excuse including giving whatever excuses knowing general public commoners way challenge financially something seem right whole process getting people vaccinated ethical think highly questionable in my honest opinion basically unethical,1
"See how (the way I see or interpret) they mainstream media and/or authority report the information in a very muddled way?  Why can’t they report clearly the followings:  1. How many (AND the percentage) of the fully vaccinated had infected from the daily reported cases?  2. What are the number (AND the percentage) of fully vaccinated but yet :  A. Has been hospitalised; B. In critical condition ICU, and/or in need of ventilator ; C. Died / passed away (whether in hospital or found dead elsewhere, provided the authority had tested all others that died in other places or in hospital under so call other reasons. As these patients/ deceased could also have been infected by covid and could also have been fully vaccinated too!)  Btw, to me, partial reporting and/or partial truth, and/or partial disclosure is also a way of not been fully honest and upfront and unethical and irresponsible ... such reporting and disclosure are not been fair and truthful (especially in exceptional and critical time like these, where people have the right to know the full truth and have the full disclosure!)",see way see interpret mainstream media authority report information muddled way cannot report clearly followings many percentage fully vaccinated infected daily reported cases number percentage fully vaccinated yet hospitalised b critical condition intensive care unit need ventilator c died passed away whether hospital found dead elsewhere provided authority tested others died places hospital call reasons patients deceased could also infected covid could also fully vaccinated way partial reporting partial truth partial disclosure also way fully honest upfront unethical irresponsible reporting disclosure fair truthful especially exceptional critical time like people right know full truth full disclosure,1
"Nobody in the right mind will continue to jab themselves repeatedly again and again with a unknown so call vaccine that has been rushed into production and miraculously discovered within 1 years from the start of the virus???  To think getting jab 3 times or even more than 3 times don’t have any implication to your body???  Injecting a chemically formulated so call vaccine into ones body is not as simple as lightly as it seem ...  How often does one need to jab their body in his whole life? Especially jabbing a “new kind or type” vaccine or a so-call vaccine instead???  Think how your body or your body cell or any of your internal organs will end up if you are required (or they tell you better) to jab for the 4th or 5th or even 6th time or more in the event if the authority or some authority elsewhere or Big Pharma say it is “good” or better or recommended or try to persuader or even using force/coercion or some peer pressure or discriminatory policies (or other ways) to make people jab (but no guarantee or protection or automatic compensation should anything goes wrong, especially in the future ?)  Do you think you are merely jabbing saline or water into your body or some sort of medicine or some kind of foreign unknown substance into your body???  And btw, why is the narratives and its function and protection claim of this vaccine kept changing and shifting ???  When why is 2 jab as fully vaccinated can become 3 jab instead? What assurance does people have when the government or The authority kept shifting goalpost and claims? Would there be a day they might say fully vaccinated is going to be 5 jab or more?  And again ... do you really think they is not implication when you are been jab like this with something so powerful into your body again and again?  Our body is the temple ...  ★ What if (some day) (Despite telling you back then 2 jab will give you will be considered fully vaccinated or fully protected) they suddenly turned around and tell you whoever take the jab, need to take the jab forever (or more jab? Or more and more jab) otherwise your body might be compromised or something could happen?  ★ Imagine and think critically: What could happen when your body has made to take too much of something? Would you run a risk of addiction or body compromise if something is taken too much that your body could withstand?",nobody right mind continue jab repeatedly unknown call vaccine rushed production miraculously discovered within years start virus think getting jab times even times implication body injecting chemically formulated call vaccine ones body simple lightly seem often one need jab body whole life especially jabbing new kind type vaccine vaccine instead think body body cell internal organs end required tell better jab even time event authority authority elsewhere big pharmaceutical industry say good better recommended try persuader even using force coercion peer pressure discriminatory policies ways make people jab guarantee protection automatic compensation anything goes wrong especially future think merely jabbing saline water body sort medicine kind foreign unknown substance body way narratives function protection claim vaccine kept changing shifting jab fully vaccinated become jab instead assurance people government authority kept shifting goalpost claims would day might say fully vaccinated going jab really think implication jab like something powerful body body temple day despite telling back jab give considered fully vaccinated fully protected suddenly turned around tell whoever take jab need take jab forever jab jab otherwise body might compromised something could happen imagine think critically could happen body made take much something would run risk addiction body compromise something taken much body could withstand,1
"Can’t help wondering many of the following questions :  Are the infected numbers Mostly fully vaccinated???  How many fully vaccinated infected (in numbers and in percentage) out of the daily infected numbers ?  ★ How many fully vaccinated and infected daily?  ★ And many fully vaccinated and has been hospitalized?  ★ And how many fully vaccinated and in ICU and/or critically ill, and/or need oxygen?  Why all these information dare not reported or disclose clearly???  In the report, Please don’t play with figures or wordings !  Please don’t manipulate and/or muddle information and figures according to the agendas or marketing strategy or target?",cannot help wondering many following questions infected numbers mostly fully vaccinated many fully vaccinated infected numbers percentage daily infected numbers many fully vaccinated infected daily many fully vaccinated hospitalized many fully vaccinated intensive care unit critically ill need oxygen information dare reported disclose clearly report please play figures wordings please manipulate muddle information figures according agendas marketing strategy target,1
"The UK has recorded 167 more coronavirus-rel ated deaths and 38,013 new COVID-19 infections in the latest 24-hour period, according to government data.  https:// news.sky.com/ story/ covid-19-uk-reco rds-38-013-new- infections-and- 167-more-corona virus-related-d eaths-latest-da ily-figures-sho w-12403167?fbcl id=IwAR1focciDv kc_foj3d6ul_6oF JX5c8qTfErMkUJr PTMHq96ojsqOUjQ XR2s  The figures compare with 191 fatalities and 38,975 infections reported yesterday, while 178 deaths and 38,154 cases were announced this time last week.  Still think it is a good idea to live with covid?  Or are they (who suggest living with covid) actually making or causing more people to “leave” with covid?",uk recorded ated deaths new covid infections latest hour period according government data https skeptical annoyed undecided uneasy hesitant story covid rds new w fbcl id iwar ptmhq figures compare fatalities infections reported yesterday deaths cases announced time last week still think good idea live covid suggest living covid actually making causing people leave covid,1
"★ just my observation ...  Mass Vaccination??  Israel hitting record infection 11,000 for a day for a 9.3m population!!!  https:// www.theguardian. com/world/2021/ aug/31/ israel-registers -record-daily-c oronavirus-case s?CMP=fb_gu&utm _medium=Social& utm_source=Face book&fbclid=IwA R3HJS12sKiySND9 fZbkDnqPxf0yYOd v8Xbtcy65y9x4el LDcgkKrvVAUAs#E chobox=16304152 70  Still believe mass vaccination work? Or does it actually counter-work or it create backlashes instead?  Know why and how come “Superbugs virus” (or drugs resilient virus) are often found and created in a seem sterilised hospital environment?  Are we really becoming covid resilient? Or are we creating a more resilient covid virus , and helping covid virus to grow and strengthen?  It seem easy to use big words like becoming a [covid resilient country] saying we can be covid-resilient when what they want maybe is opening up of borders and doing the opposite of stopping covid by relaxing the covid restriction (that supposedly meant to isolate covid spread) ???  Or are people just oblivion to the signs?  As Benjamin Franklin famously said, “If everyone thinks alike, then no one is thinking.”",observation mass vaccination israel hitting record infection day population https skeptical annoyed undecided uneasy hesitant com world aug cmp utm social face book fbclid iwa fzbkdnqpxf ldcgkkrvvauas e chobox still believe mass vaccination work actually create backlashes instead know come superbugs virus drugs resilient virus often found created seem sterilised hospital environment really becoming covid resilient creating resilient covid virus helping covid virus grow strengthen seem easy use big words like becoming covid resilient country saying want maybe opening borders opposite stopping covid relaxing covid restriction supposedly meant isolate covid spread people oblivion signs benjamin franklin famously said everyone thinks alike one thinking,1
Consequences of mass vaccination?!!!  Know what’s Too much or over-vaccinatio n of population?  Warned by Dr Robert Malone  https:// m.washingtontime s.com/news/ 2021/sep/1/ sorry-facebook-f orced-universal -vaccinations-a re-n/ ?fbclid=IwAR3Swn 9SUu7YlhggKjR2v 3xwbjmGwkIEyhd2 OPrinTEnrT-l6fv W0CyWdz0,consequences mass vaccination know much n population warned doctor robert malone https skeptical annoyed undecided uneasy hesitant washingtontime sep fbclid iwar,1
"Anecdotes tell us what the data can’t: Vaccinated people appear to be getting the coronavirus at a surprisingly high rate  The Vaccinated Are Worried and Scientists Don’t Have Answers By Kristen V Brown and Rebecca Torrence 21 August 2021, 17:00 GMT+8 Updated on 22 August 2021, 22:31 GMT+8  https:// www.bloomberg.co m/news/ articles/ 2021-08-21/ science-can-t-ke ep-up-with-viru s-creating-worr y-for-vaccinate d?utm_content=b usiness&cmpid=s ocialflow-faceb ook-business&ut m_source=facebo ok&utm_medium=s ocial&utm_campa ign=socialflow- organic&fbclid= IwAR3x6tkb9qgJF E387RJwfHFbTP1t l8zPATH0oIn4tT9 tp87B44ydEe2vg3 I  https:// m.facebook.com/ story.php?story_ fbid=2752203811 30729&id=100059 283082154&fs=1& focus_composer= 0&m_entstream_s ource=feed_mobi le  Still believe mass vaccination work? Or does it actually counter-work or it create backlashes instead?  Know why and how come “Superbugs virus” (or drugs resilient virus) are often found and created in a seem sterilised hospital environment?  Are we really becoming covid resilient? Or are we creating a more resilient covid virus , and helping covid virus to grow and strengthen?  It seem easy to use big words like becoming a [covid resilient country] saying we can be covid-resilient when what they want maybe is opening up of borders and doing the opposite of stopping covid by relaxing the covid restriction (that supposedly meant to isolate covid spread) ???  Or are people just oblivion to the signs?  As Benjamin Franklin famously said, “If everyone thinks alike, then no one is thinking.”",anecdotes tell us data cannot vaccinated people appear getting coronavirus surprisingly high rate vaccinated worried scientists answers kristen v brown rebecca torrence august gmt updated august gmt https skeptical annoyed undecided uneasy hesitant news articles b usiness cmpid ut facebo ok ocial ign socialflow organic fbclid iwar https skeptical annoyed undecided uneasy hesitant story fbid id fs ource le still believe mass vaccination work actually create backlashes instead know come superbugs virus drugs resilient virus often found created seem sterilised hospital environment really becoming covid resilient creating resilient covid virus helping covid virus grow strengthen seem easy use big words like becoming covid resilient country saying want maybe opening borders opposite stopping covid relaxing covid restriction supposedly meant isolate covid spread people oblivion signs benjamin franklin famously said everyone thinks alike one thinking,1
See how cases surge and death after mass vaccination exercise in South Africa?  https:// ewn.co.za/2021/ 09/13/ covid-19-sa-s-to ll-nears-85k-af ter-126-more-de aths?fbclid=IwA R3X96kVEekGzUhx 7xG4r3DnEGiz66G -u_xphqIDsYxsai bFJPYjCd_hxAA  Still believe mass vaccination work? Or does it actually counter-work or it create backlashes instead?,see cases surge death mass vaccination exercise south africa https skeptical annoyed undecided uneasy hesitant covid as fuck ter aths fbclid iwa still believe mass vaccination work actually create backlashes instead,1
"Still believe mass vaccination work? Or does it actually counter-work or it create backlashes instead?  Know why and how come “Superbugs virus” (or drugs resilient virus) are often found and created in a seem sterilised hospital environment?  Are we really becoming covid resilient? Or are we creating a more resilient covid virus , and helping covid virus to grow and strengthen?  It seem easy to use big words like becoming a [covid resilient country] saying we can be covid-resilient when what they want maybe is opening up of borders and doing the opposite of stopping covid by relaxing the covid restriction (that supposedly meant to isolate covid spread) ???  Or are people just oblivion to the signs?  As Benjamin Franklin famously said, “If everyone thinks alike, then no one is thinking.”",still believe mass vaccination work actually create backlashes instead know come superbugs virus drugs resilient virus often found created seem sterilised hospital environment really becoming covid resilient creating resilient covid virus helping covid virus grow strengthen seem easy use big words like becoming covid resilient country saying want maybe opening borders opposite stopping covid relaxing covid restriction supposedly meant isolate covid spread people oblivion signs benjamin franklin famously said everyone thinks alike one thinking,1
"In response to a comment that previous reports have already been skewed, that is true from the perspective of how the stats are portrayed, but not the integrity of the statistics and numbers themselves.  However, since 11-sep, the “new reports” that MOH put out to the public have made it impossible to derive important statistics which are critical to assessing the viability of vaccination drive i.e. daily breakdown by vaccination status, infection rate, etc.  If this is not purposely withholding of critical info in order to reduce culpability, then it must be a careless mistake by MOH to exclude these data, which we hope it can be rectified.",response comment previous reports already skewed true perspective stats portrayed integrity statistics numbers however since sep new reports ministry of health put public made impossible derive important statistics critical assessing viability vaccination drive e daily breakdown vaccination status infection rate etc purposely withholding critical info order reduce culpability must careless mistake ministry of health exclude data hope rectified,1
"You mean this? This is in Sept 12 report.  2. Over the last 28 days, the percentage of local cases who were asymptomatic or had mild symptoms is 98.3%. Of the 84 cases who required oxygen supplementation , 43 were not fully vaccinated and 41 were fully vaccinated. Of the 6 who had been in the ICU, 4 were not fully vaccinated and 2 were fully vaccinated. Of the 4 who died, none were fully vaccinated1.",mean sept report last days percentage local cases asymptomatic mild symptoms cases required oxygen supplementation fully vaccinated fully vaccinated intensive care unit fully vaccinated fully vaccinated died none fully vaccinated,1
"ICU occupied 63% but they choose to almost all open, what if ICU reach over 100%, unless you say I will be the one work inside the ICU, then swee",intensive care unit occupied choose almost open intensive care unit reach unless say one work inside intensive care unit compliment,1
https:// childrenshealthd efense.org/,https skeptical annoyed undecided uneasy hesitant childrenshealthd,1
It was never about the science.  https:// archive.is/68FJM,never science https skeptical annoyed undecided uneasy hesitant,0
I really hope it's fake news and garment pofma mi. It is worrisome folks.,really hope fake news garment protection of online falsehoods and misinformations act mi worrisome folks,1
Every parents are concern over their children...to keep them away from their children under such policies is unreasonable...,every parents concern children keep away children policies unreasonable,1
https:// rumble.com/ vcri2t-dr.-judy- mikovits-and-ro bert-f.-kennedy -jr.-q-a-godspe ak-calvary-chap el.html,https skeptical annoyed undecided uneasy hesitant vcri doctor judy kennedy jr,0
https:// rumble.com/ vjw5kq-breaking- discovery-what- covid-injection s-do-to-your-bl ood-doctor-rele ases-h.html,https skeptical annoyed undecided uneasy hesitant vjw breaking,0
how about they force the employee to resign themselves?,force employee resign,1
Singapore does not need a trouble maker and a doomsayer now. Get lost!,singapore need trouble maker doomsayer get lost,1
"Aiyah! You stroke me, I stroke you.",aiyah stroke stroke,1
Means after vaccine you can still get hit and you can still die. Before vaccine you sure kena and sure due.??? So how?? Get you jab and coming booster jab...and pray you don kena the virus. .,means vaccine still get hit still die vaccine sure affected by negatively sure due get jab coming booster jab pray affected by negatively virus,1
Vaccines with animals cells?,vaccines animals cells,1
Zainal AB Then,zainal ab,1
"M.O.H lies too. Can't trust any one, except I trust God.",h lies cannot trust one except trust god,1
WE SHALL NOW AWAIT THE INFECTIOUS EXPERTS TO COME FORWARD N EXPLAIN WHY TIS IS SO AFTER SO MANY MILLION HERE HV BEEN VAC . THEY MUST HV KNOWN SOMETHING . TIS EXCERCISE / BOOSTER SHOULD HALT AT ONCE UNTIL MORE DETAILS ARE RELEASED TO THE NATION .THE TASK FORCE REALLY PUT A LOT OF PPL LIVES IN JEOPARDY NOW . HW TO RECTIFY THE SITUATION .. EXPERTS YOUR TAKE NOW. BANK TOGETHER FOR SOLUTION B4 MORE DEATHS ..ASSIGNMENT...EX TREMELY URGENT .☝☝☝👊👊👊👉👉👉,shall await infectious experts come forward n explain many million hv vac must hv known something excercise booster halt details released nation task force really put lot people lives jeopardy hw rectify situation experts take bank together solution deaths assignment ex tremely urgent index pointing index pointing index pointing oncoming fist oncoming fist oncoming fist backhand index pointing right backhand index pointing right backhand index pointing right,1
https:// youtu.be/ pENijjYcwBw,https skeptical annoyed undecided uneasy hesitant penijjycwbw,0
"Why are objective, fair-minded people afraid to hear both sides of the story. So far the media is pretty biased and prejudiced against the unvaxxed. The science is inconclusive at the moment because the virus is still mutating. The end game is nowhere in sight.",objective people afraid hear sides story far media pretty biased prejudiced unvaxxed science inconclusive moment virus still mutating end game nowhere sight,1
Yes!,yes,1
https:// twitter.com/ eileeniorio/ status/ 1436769152593711 111?s=08,https skeptical annoyed undecided uneasy hesitant eileeniorio status,0
https:// childrenshealthd efense.org/ defender/ robert-f-kennedy -jr-book-the-re al-anthony-fauc i/,https skeptical annoyed undecided uneasy hesitant childrenshealthd defender,1
"Could the rise in number of death cases attributed to aging population? Can you provide data for July and August 2021, 2020, 2019 and 2018? Do you have data for population above 60s for each year to normalize out increasing number of death due to aging population?",could rise number death cases attributed aging population provide data july august data population year normalize increasing number death due aging population,1
"What about the Chinatown Complex cluster? Yesterday 44 cases out of 66, so 22 cases happened between 8/9 - 1/9 immediately after the Mid Autumn street light-up on 7/9 or much early?",chinatown complex cluster yesterday cases cases happened immediately mid autumn street much early,1
https:// disseminate.tv/ watch/ who-dec-2019-vac cine-safety-sum mit-admit-they- don-039-t-know- if-vaccines-are -safe_sHiB1dqy3 SF3Bdr.html,https skeptical annoyed undecided uneasy hesitant watch vac,0
https:// www.news.com.au/ world/ coronavirus/ global/ uk-drops-plan-fo r-vaccine-passp orts-lockdowns- across-england- as-virus-rates- climb/ news-story/ 088f08c990aa101c 9134a638d78d5bf e,https skeptical annoyed undecided uneasy hesitant world coronavirus global climb e,0
https:// disseminate.tv/ watch/ dr-tenpenny-amp- dr-mikovitz-tes ting-amp-data-c ollection-is-wr ong_IkDth97bY4S DNFk.html,https skeptical annoyed undecided uneasy hesitant watch,0
https:// disseminate.tv/ watch/ dr-tenpenny-and- dr-judy-mikovit s-prob-ingred-c ovid-vaccines-a nd-masks_zPfXBc UkGB1bOxj.html,https skeptical annoyed undecided uneasy hesitant watch,0
https:// youtu.be/ 2lPkvteqKig,https skeptical annoyed undecided uneasy hesitant,0
https:// youtu.be/ Z5NzDLvVBdA,https skeptical annoyed undecided uneasy hesitant,0
https:// disseminate.tv/ watch/ dr-sherri-tenpen ny-and-dr-carri e-madej-on-vacc ines-covid-19-t ranshumanism-ar tificial-intell igenc_hyl2lvKtS xQfRID.html#,https skeptical annoyed undecided uneasy hesitant watch,0
"Idiot antivaxxers had better not be caught doing this in order to dine in  Remember that if you do get covid, you will be more likely to have severe symptoms. Many anti-vexxers have already died even though they are fairly young and healthy. You can check the data for yourself.  https:// www.todayonline. com/singapore/ 30-year-old-man- be-charged-afte r-allegedly-for ging-doctors-no te-his-vaccinat ion-status",idiot antivaxxers better caught order dine remember get covid likely severe symptoms many already died even though fairly young healthy check data https skeptical annoyed undecided uneasy hesitant com singapore,1
https:// gettr.com/post/ p4q06g,https skeptical annoyed undecided uneasy hesitant,0
https:// plandemicseries. com/ plandemic-englis h-subtitles/,https skeptical annoyed undecided uneasy hesitant plandemicseries com,0
https:// m.facebook.com/ story.php?story_ fbid=1022245172 6633706&id=1585 401331,https skeptical annoyed undecided uneasy hesitant story fbid id,0
https:// www.bitchute.com /video/ 90L1BELz60EZ/,https skeptical annoyed undecided uneasy hesitant video,0
https:// m.jpost.com/ science/ does-this-enzyme -raise-the-chan ce-of-covid-rel ated-death-6787 10,https skeptical annoyed undecided uneasy hesitant science,0
https:// youtu.be/ NoHNSNq5jcE,https skeptical annoyed undecided uneasy hesitant nohnsnq,0
"For those who wish to read the CNA article, you can go to https:// www.channelnewsa sia.com/ singapore/ covid-19-vaccina tion-moh-hsa-ad verse-effects-f acebook-post-21 56761",wish read cna article go https skeptical annoyed undecided uneasy hesitant singapore covid vaccina,0
Still wanting to trust the PAP gov again ?l Style,still wanting trust incumbent government government l style,1
True facts in life. Who r u following?,true facts life r following,1
How does one determine whether death is caused by vaccine or pre-existing health condition?  Is it a congregation of vaccine in one spot or too much white blood cells. I know for a certainity our medical opinion can go terribly wrong like healthy don't need mask or virus not air-borne.  Any idea?,one determine whether death caused vaccine health condition congregation vaccine one spot much white blood cells know certainity medical opinion go terribly wrong like healthy need mask virus idea,1
Read up history and see if any pandemic or plagues did not cause any death.,read history see pandemic plagues death,1
"Stop faking it, Isis Koh.  You are not healing any divide but actually creating divides. Shame on you and your false, twisted info  Antivaxxers are dropping like that flies in the developed world. Won't be mourning those who insist on spreading false information which ultimately harms themselves and the people around them.",stop faking isis koh healing divide actually creating divides shame false twisted info antivaxxers dropping like flies developed world mourning insist spreading false information ultimately harms people around,1
Vaccination doses bring down death bring surging and reduce infested from spreading to others as well as ownselves.,vaccination doses bring death bring surging reduce infested spreading others well ownselves,1
"Interesting points. I like to point out that present situation is very different from the years before pandemic started. This may result in higher death numbers.I also wonder if vaccination mandate is not there, how many would have died from Covid19 infections? How many lay men can have high enough emotional quotient to deal with not so pleasant statistics even though the overall benefit to the society is very much significant? A patient's life is saved from a major surgery but keep asking and complaining about the 'fortunately' very small scar.",interesting points like point present situation different years pandemic started may result higher death numbers also wonder vaccination mandate many would died covid infections many lay men high enough emotional quotient deal pleasant statistics even though overall benefit society much significant life saved major surgery keep asking complaining fortunately small scar,1
"How can we trust the PAP government who consist of fake doctors giving advise to the citizens. Is LHL, OYK , GKY , LW and HSK qualified doctors???",trust incumbent government government consist fake doctors giving advise citizens current prime minister government minister government minister government minister government minister qualified doctors,1
"Let's face it. 1. Before Covid, most death due to existing medical conditions is normal. 2. During Covid every death must be related to Covid otherwise its deemed as swept under the carpet. 3. Before vaccination all shouting for a vaccine protection ASAP. 4. After Vaccines rolled out under emergency use, all cases happened must be because of vaccination.",let us face covid death due existing medical conditions normal covid every death must related covid otherwise deemed swept carpet vaccination shouting vaccine protection soon possible vaccines rolled emergency use cases happened must vaccination,1
playing with words...,playing words,1
Next time you sick don’t go to the hospital or visit doctors ok? Just google for your own remedies. Surgery also have ur friend watch a YouTube video then cut for you. Don’t buy anything from the pharmacy. Burn some essential oils and eat some organic stuff can Liao. Want some medical advise? Just look in Twitter or some onlyfans page.,next time sick go hospital visit doctors ok search engine remedies surgery also friend watch youtube video cut buy anything pharmacy burn essential oils eat organic stuff liao want medical advise look twitter onlyfans page,1
It would be clearer if MOH would provide details on the cases that VIFAP paid out to.,would clearer ministry of health would provide details cases vifap paid,1
LIES AFTER LIES,lies lies,1
NO MORE TRUST in PAP,trust incumbent government,1
HAVE WE BEEN FOOLED? No mask No need SHN ENJOY LIFE,fooled mask need shn enjoy life,1
HEALING ? MY FOOT WANNABE PAP minister? Iris Koh,healing foot wannabe incumbent government minister iris koh,1
Puppet CHANNEL,puppet channel,1
https:// www.nexusnewsfee d.com/article/ geopolitics/ ivermectin-oblit erates-97-perce nt-of-delhi-cas es/,https skeptical annoyed undecided uneasy hesitant geopolitics erates perce es,0
Dan Truthseeker because you step on their toes,dan truthseeker step toes,1
Cashew....why not u ask tis question to e cluesless politicians and thrash news CNA wch report unverified covid news for 18 mths....?,cashew ask question e cluesless politicians thrash news cna wch report unverified covid news mths,1
Tan Tan  Bloomberg event wonder got pple fall sick?,tan tan bloomberg event wonder got pple fall sick,1
Kingvirtues Lea 是傻子找疯子。,kingvirtues lea 是傻子找疯子,1
Jasmine Loh At least now have hope for Singaporean,jasmine loh least hope singapore citizens,1
"Martinn Ho Yuen Liung And most importantly, he never coerce or extort unsuspecting people to take his drugs. Not even false advertisements. Free to buy or reject them. Yet punishment of the highest level.",martinn ho yuen liung importantly never coerce extort unsuspecting people take drugs even false advertisements free buy reject yet punishment highest level,1
Jimmy Hor Justice?,jimmy hor justice,1
Agreed,agreed,1
Shandy Chia,shandy chia,1
Ask the govt to pay for the funeral expenses for those who die after the 2nd n 3nd vac if the vac is so safe...underlyi ng dealth is ok after the first dose but shld not apply for those after the 2nd n 3rd dose,ask government pay funeral expenses die n vac vac safe underlyi ng dealth ok first dose shld apply n dose,1
Amy Lee they are truly wicked and extremely high handed towards not just the unvaxed and also the vaxed as well...while the unvaxed many of them do not have confidence on these jabs...many are being implicated into great inconvinences and restrictions... have to fork out their own money when get infected by C19 if hospitalised to the extreme of making them lose their jobs or finding employments next year...i have never come across people who can be so obsess with these vaccines to the point of making life extremely hard for the people...they have to go...,amy lee truly wicked extremely high handed towards unvaxed also vaccinated well unvaxed many confidence jabs many implicated great inconvinences restrictions fork money get infected hospitalised extreme making lose jobs finding employments next year never come across people obsess vaccines point making life extremely hard people go,1
"Kenneth Chan , Sovereign God is in control. Watch n see how God is going to restore Singapore. Every wicked ones will be removed!",kenneth chan sovereign god control watch n see god going restore singapore every wicked ones removed,1
